,RespondentID,Knowledge,Interest,Algeria,Argentina,Australia,Belgium,Bosnia and Herzegovina,Brazil,Cameroon,Chile,Colombia,Costa Rica,Croatia,Ecuador,England,France,Germany,Ghana,Greece,Honduras,Iran,Italy,Ivory Coast,Japan,Mexico,the Netherlands,Nigeria,Portugal,Russia,South Korea,Spain,Switzerland,United States,Uruguay,China,India,Thailand,Turkey,Cuba,Ethiopia,Vietnam,Ireland,Gender,Age,Household Income,Education,Location
106,3308673383,Novice,Some,,,,,,,,,,,,,3.0,3.0,3.0,,,,,3.0,,,3.0,,,,,,,3.0,4.0,,,,,,,,,3.0,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,West North Central
107,3308672927,Novice,Not much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,Female,18-29,"$150,000+",High school degree,West North Central
108,3308672564,Intermediate,Some,,,,,,,,,,,,,3.0,4.0,4.0,,3.0,,,4.0,,3.0,4.0,,,,,,,,4.0,,3.0,2.0,,,3.0,,2.0,2.0,Male,30-44,,Bachelor degree,West North Central
109,3308671971,Novice,Some,,,3.0,,,,,,,,,,3.0,4.0,3.0,,4.0,,,4.0,,3.0,4.0,,,,,,3.0,,4.0,,4.0,2.0,4.0,3.0,,,3.0,3.0,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
110,3308671703,Intermediate,A lot,,,,,,4.0,,,,,,,3.0,4.0,3.0,,4.0,,,4.0,,5.0,4.0,,,,,,4.0,,4.0,,4.0,5.0,5.0,,3.0,,4.0,3.0,Male,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic
111,3308667784,Advanced,A lot,,,3.0,3.0,,3.0,,,1.0,1.0,,,3.0,2.0,3.0,,4.0,,2.0,4.0,,4.0,1.0,,,,,,2.0,3.0,4.0,,3.0,3.0,3.0,2.0,2.0,,3.0,3.0,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
112,3308666905,Intermediate,A lot,,4.0,,4.0,,4.0,,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central
113,3308665124,Intermediate,A lot,,,,,,3.0,,,3.0,,,,3.0,4.0,4.0,,3.0,,,3.0,,4.0,4.0,3.0,,,3.0,3.0,3.0,,2.0,,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,Male,30-44,"$0 - $24,999",Bachelor degree,East North Central
114,3308665000,Novice,A lot,,,,3.0,,,,,3.0,3.0,,,3.0,4.0,4.0,,4.0,,3.0,3.0,,5.0,4.0,,,3.0,3.0,3.0,4.0,,3.0,,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,Male,30-44,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
115,3308664279,Advanced,A lot,,,4.0,4.0,,3.0,,3.0,,,,,4.0,4.0,4.0,,2.0,,,4.0,,4.0,4.0,,,,,4.0,3.0,,5.0,,4.0,2.0,4.0,,3.0,,4.0,4.0,Female,> 60,"$50,000 - $99,999",High school degree,West North Central
116,3308663506,Novice,Not much,,,,,,,,,,,,,,,,,2.0,,,4.0,,,4.0,,,,,,,,2.0,,4.0,4.0,4.0,,,,4.0,,Male,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
117,3308661633,Advanced,A lot,,4.0,3.0,3.0,,4.0,,4.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,,5.0,3.0,3.0,5.0,,4.0,4.0,3.0,,4.0,3.0,4.0,4.0,3.0,3.0,,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,Female,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
118,3308661251,Advanced,Some,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,18-29,"$0 - $24,999",Less than high school degree,East South Central
119,3308659892,Novice,Not much,,,3.0,,,,,,,,,,,,3.0,,,,,5.0,,2.0,4.0,,,,,,,,5.0,,3.0,,,,,,,,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central
120,3308659392,Novice,Some,,,,,3.0,,,,,,3.0,,3.0,3.0,4.0,,4.0,,,4.0,,3.0,3.0,3.0,,,,,3.0,,5.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
121,3308657899,Intermediate,Some,,,3.0,,,,,3.0,3.0,3.0,,,3.0,3.0,1.0,,3.0,3.0,,5.0,,3.0,5.0,3.0,,4.0,1.0,3.0,4.0,2.0,5.0,3.0,5.0,1.0,,,4.0,,3.0,3.0,Male,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic
122,3308657638,Intermediate,A lot,,,,,,,,,,,,,3.0,,3.0,,4.0,,,4.0,,3.0,3.0,,,,3.0,3.0,4.0,,3.0,,4.0,4.0,3.0,,3.0,,3.0,3.0,Female,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic
123,3308655883,Advanced,A lot,,4.0,5.0,,,4.0,,,,3.0,,,3.0,5.0,3.0,,4.0,,,5.0,,4.0,4.0,,,3.0,3.0,,4.0,3.0,5.0,,3.0,2.0,4.0,,4.0,,4.0,4.0,Male,> 60,"$100,000 - $149,999",Bachelor degree,South Atlantic
124,3308655644,Intermediate,Not much,,,1.0,,,,,,,,,,,3.0,,,,,,4.0,,1.0,,,,,,,,,3.0,,5.0,,,,,,,,Male,30-44,,,South Atlantic
125,3308655180,Intermediate,Some,,,,,,,,,3.0,,3.0,,3.0,3.0,4.0,,4.0,,,3.0,,4.0,4.0,,,,,,3.0,,3.0,,4.0,4.0,5.0,,2.0,,5.0,3.0,Female,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
126,3308655153,Intermediate,A lot,3.0,,,,,,,,,,,,3.0,4.0,3.0,,4.0,,,4.0,,5.0,4.0,,,4.0,3.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Male,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
127,3308654307,Intermediate,Some,,3.0,,,,3.0,,,,,,,3.0,3.0,2.0,,4.0,,,3.0,,5.0,4.0,,,,,4.0,3.0,,4.0,,5.0,2.0,5.0,,,2.0,5.0,,Female,30-44,,Graduate degree,West South Central
130,3308653756,Intermediate,A lot,,,,,,4.0,,,,,,,3.0,,2.0,,4.0,,,,,4.0,5.0,,,,4.0,4.0,,4.0,,,5.0,5.0,,,,4.0,5.0,2.0,Male,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic
131,3308653746,Intermediate,A lot,,,,,,,,3.0,,,,,,3.0,3.0,,3.0,,,4.0,,5.0,3.0,,,,,3.0,4.0,3.0,5.0,,4.0,4.0,4.0,,3.0,3.0,5.0,,Male,18-29,,Some college or Associate degree,East North Central
132,3308653569,Intermediate,A lot,,,4.0,,,5.0,,,,,,,4.0,4.0,4.0,,4.0,,,5.0,,5.0,5.0,,,,2.0,,5.0,,4.0,,4.0,5.0,5.0,,5.0,,4.0,,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
133,3308652934,Novice,Some,,,,4.0,,,,,,5.0,4.0,4.0,3.0,5.0,3.0,,3.0,,,5.0,,4.0,5.0,,,,,,4.0,3.0,4.0,,4.0,,3.0,3.0,,,4.0,3.0,Male,> 60,"$50,000 - $99,999",High school degree,Mountain
134,3308650893,Advanced,Some,,3.0,3.0,4.0,,3.0,,3.0,3.0,4.0,3.0,,5.0,4.0,5.0,,5.0,3.0,5.0,5.0,,4.0,5.0,5.0,,,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0,,4.0,,5.0,5.0,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
135,3308649362,Intermediate,A lot,,,,4.0,,5.0,,3.0,,,,,3.0,4.0,3.0,,4.0,,,5.0,,4.0,5.0,,,,2.0,2.0,5.0,3.0,5.0,,4.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,Female,18-29,"$0 - $24,999",Bachelor degree,West South Central
136,3308649079,Intermediate,Not at all,,,3.0,,,,,,2.0,,,,3.0,2.0,3.0,,,,,4.0,,1.0,3.0,,,,2.0,1.0,3.0,,4.0,2.0,1.0,2.0,1.0,,2.0,,,,Male,18-29,,High school degree,East North Central
137,3308648895,Intermediate,Some,,3.0,,,,,,,,,,4.0,4.0,5.0,4.0,3.0,5.0,,,5.0,,5.0,4.0,4.0,,,,5.0,4.0,,5.0,,3.0,5.0,,4.0,4.0,5.0,5.0,5.0,Female,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
138,3308646165,Novice,Some,,,,,,4.0,,,,3.0,,,3.0,,4.0,,4.0,,,4.0,,4.0,4.0,,,4.0,,,5.0,,3.0,,3.0,,4.0,,4.0,,,3.0,Female,45-60,,Bachelor degree,Middle Atlantic
139,3308644636,Advanced,A lot,,5.0,2.0,,,5.0,,,,,,,3.0,5.0,4.0,,5.0,,,5.0,,3.0,5.0,,,4.0,3.0,,5.0,5.0,4.0,,5.0,5.0,5.0,,5.0,4.0,4.0,3.0,Female,45-60,"$100,000 - $149,999",Bachelor degree,Pacific
140,3308644503,Expert,A lot,,,,,,,,,,,,,,3.0,3.0,,,,,5.0,,,5.0,,,,,4.0,,,2.0,,,5.0,5.0,,,,,,Female,30-44,"$0 - $24,999",Bachelor degree,West North Central
141,3308643561,Advanced,A lot,4.0,5.0,,4.0,,4.0,,,,4.0,,,3.0,5.0,5.0,,4.0,4.0,,5.0,,5.0,4.0,3.0,,4.0,5.0,5.0,5.0,3.0,3.0,,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,Male,45-60,"$150,000+",Graduate degree,South Atlantic
142,3308643339,Intermediate,Some,,3.0,,,,5.0,,3.0,,3.0,,3.0,3.0,4.0,4.0,,4.0,,3.0,5.0,,4.0,5.0,,,,,3.0,,,5.0,,4.0,3.0,3.0,,3.0,,3.0,3.0,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
143,3308639391,Intermediate,Some,,,3.0,,,3.0,,4.0,4.0,,,,4.0,4.0,4.0,,,,,5.0,,3.0,5.0,,,,3.0,3.0,3.0,3.0,5.0,,4.0,4.0,3.0,,2.0,,,,Male,18-29,"$0 - $24,999",Some college or Associate degree,East South Central
144,3308638979,Advanced,Some,,4.0,,4.0,,4.0,,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,,4.0,,,5.0,,3.0,4.0,3.0,,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,,4.0,,4.0,3.0,Male,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
145,3308638154,Intermediate,Some,,4.0,3.0,4.0,,4.0,,,,,,,3.0,4.0,3.0,,4.0,,,4.0,,4.0,4.0,,,,,,3.0,,3.0,,3.0,4.0,4.0,,3.0,,3.0,3.0,Female,30-44,,Bachelor degree,East North Central
147,3308635226,Intermediate,A lot,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,Male,18-29,,High school degree,New England
148,3308634064,Intermediate,A lot,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
149,3308633964,Advanced,A lot,5.0,5.0,2.0,,,4.0,,4.0,3.0,,4.0,3.0,3.0,5.0,5.0,,5.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
150,3308633503,Intermediate,Some,,3.0,4.0,3.0,,4.0,,3.0,,3.0,,,4.0,5.0,3.0,,4.0,,,5.0,,4.0,5.0,3.0,,3.0,,,5.0,4.0,5.0,,4.0,,4.0,,3.0,,3.0,4.0,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
151,3308632864,Advanced,A lot,,4.0,,,,4.0,,,,,,,3.0,5.0,3.0,,5.0,,4.0,5.0,,5.0,5.0,4.0,,4.0,,4.0,5.0,,3.0,,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,Female,30-44,"$25,000 - $49,999",Graduate degree,East South Central
152,3308632498,Novice,Some,,,,3.0,,,,,,,,,3.0,3.0,4.0,,3.0,,,4.0,,2.0,3.0,,,,,,3.0,,4.0,,,,,,,,,4.0,Male,45-60,"$50,000 - $99,999",Bachelor degree,New England
153,3308631843,Novice,A lot,,4.0,,5.0,,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,4.0,,5.0,,4.0,5.0,4.0,4.0,3.0,,3.0,4.0,4.0,4.0,4.0,5.0,5.0,,Female,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic
154,3308630771,Intermediate,Some,,4.0,,,,3.0,,,3.0,,,,3.0,4.0,3.0,,4.0,,,4.0,,4.0,3.0,,,,,,,,3.0,,3.0,3.0,3.0,,4.0,,,3.0,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
155,3308630731,Novice,A lot,,,,,,,,,,,,,3.0,,3.0,,5.0,,,5.0,,3.0,3.0,,,,,,4.0,,3.0,,3.0,5.0,,4.0,3.0,,3.0,3.0,Female,18-29,"$0 - $24,999",Graduate degree,Pacific
156,3308629955,Novice,Some,,,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,3.0,5.0,,2.0,5.0,,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,,3.0,5.0,Male,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
157,3308628718,Intermediate,Some,,,,3.0,,,1.0,3.0,,,,,3.0,3.0,4.0,,4.0,,,4.0,,3.0,4.0,3.0,,3.0,4.0,3.0,4.0,3.0,3.0,,4.0,4.0,5.0,,3.0,3.0,4.0,4.0,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
158,3308626833,Intermediate,Some,,,5.0,4.0,,,,,,3.0,,,4.0,5.0,3.0,,4.0,,,5.0,,4.0,5.0,4.0,,,,3.0,4.0,4.0,5.0,,4.0,4.0,4.0,,,,,5.0,Female,45-60,,Some college or Associate degree,West South Central
159,3308626209,Intermediate,A lot,,,3.0,3.0,,,,,,,,,3.0,3.0,,,4.0,,,5.0,,4.0,4.0,,,3.0,,,4.0,,3.0,,,3.0,4.0,,3.0,,3.0,3.0,Male,30-44,"$0 - $24,999",Graduate degree,South Atlantic
160,3308626123,Intermediate,Some,,,,,,5.0,,4.0,4.0,3.0,,4.0,3.0,4.0,,,5.0,3.0,,5.0,3.0,4.0,4.0,,,5.0,,,5.0,,,4.0,4.0,2.0,3.0,3.0,5.0,,3.0,3.0,Female,18-29,,Graduate degree,New England
161,3308625999,Novice,Not much,,,3.0,,,,,,,3.0,,,3.0,2.0,,,,,,3.0,,,2.0,,,,,5.0,,,4.0,,,2.0,,,,,,3.0,Male,45-60,"$150,000+",Graduate degree,Middle Atlantic
162,3308625476,Novice,Not at all,,,,,,,,3.0,,,,,4.0,,,,4.0,,,4.0,,,4.0,,,,,,4.0,,4.0,,4.0,3.0,,,,,,4.0,Female,18-29,,High school degree,New England
163,3308624546,Intermediate,A lot,,,,,,,,4.0,,,,,,,,,,,,5.0,,4.0,4.0,,,,,3.0,3.0,,3.0,,4.0,3.0,5.0,,3.0,,4.0,,Female,> 60,"$100,000 - $149,999",Some college or Associate degree,Pacific
164,3308622645,Intermediate,Some,,3.0,3.0,,,3.0,5.0,,,,,,2.0,4.0,3.0,,2.0,,,5.0,,4.0,5.0,,,,,4.0,4.0,,5.0,,5.0,3.0,4.0,,3.0,,4.0,3.0,Male,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
165,3308622338,Novice,Some,,,4.0,,,4.0,,4.0,,4.0,,,4.0,2.0,5.0,,3.0,,,5.0,,4.0,5.0,,,,,,3.0,3.0,4.0,,3.0,3.0,,,,,,3.0,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central
166,3308622319,Intermediate,Some,2.0,3.0,3.0,4.0,2.0,4.0,,3.0,3.0,3.0,,3.0,4.0,4.0,3.0,2.0,3.0,2.0,,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,,,2.0,2.0,,3.0,,,3.0,Female,> 60,"$100,000 - $149,999",Bachelor degree,East North Central
167,3308621334,Intermediate,Some,,,,,,,,,,4.0,,,3.0,5.0,4.0,,5.0,3.0,,5.0,,3.0,4.0,,,,,,4.0,,4.0,,3.0,3.0,4.0,,,2.0,3.0,3.0,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
168,3308620900,Intermediate,A lot,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,West South Central
169,3308620895,Intermediate,Some,,4.0,,,,4.0,,,,4.0,,4.0,2.0,5.0,2.0,,4.0,,,5.0,,5.0,4.0,,,5.0,3.0,3.0,4.0,,4.0,,4.0,5.0,5.0,,4.0,3.0,3.0,3.0,Male,45-60,,Bachelor degree,West South Central
170,3308620164,Novice,Some,,,4.0,4.0,,,,,3.0,3.0,,,4.0,5.0,3.0,,5.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,,3.0,,5.0,3.0,3.0,3.0,,4.0,4.0,3.0,,,,3.0,4.0,Female,30-44,,Graduate degree,South Atlantic
171,3308620006,Intermediate,Some,,,,,,3.0,,,,,,,3.0,,3.0,,,,,5.0,,2.0,4.0,,,,,,4.0,,3.0,,2.0,3.0,,,,,,,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
172,3308619723,Intermediate,A lot,,,,,,,,,,,,,2.0,5.0,,,3.0,,,4.0,,3.0,3.0,,,3.0,,,3.0,,5.0,,4.0,3.0,4.0,,,,4.0,2.0,Female,> 60,"$100,000 - $149,999",Graduate degree,New England
173,3308617302,Novice,A lot,,,,,,4.0,,,,,,,3.0,3.0,,,4.0,,,5.0,,,4.0,,,,,,,,4.0,,4.0,4.0,4.0,,,4.0,4.0,3.0,Male,45-60,"$25,000 - $49,999",Bachelor degree,West South Central
174,3308616386,Advanced,A lot,,,5.0,,,4.0,,4.0,4.0,5.0,,,4.0,5.0,3.0,,5.0,3.0,,5.0,4.0,5.0,5.0,,4.0,4.0,4.0,5.0,5.0,3.0,3.0,,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,Female,45-60,"$0 - $24,999",Some college or Associate degree,Pacific
175,3308615868,Advanced,A lot,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
176,3308615403,Intermediate,Some,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,4.0,,4.0,5.0,3.0,,3.0,4.0,4.0,3.0,3.0,3.0,,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,Male,18-29,"$50,000 - $99,999",Graduate degree,West North Central
178,3308614347,Novice,Not much,,,,,,,,,,,,,2.0,4.0,4.0,,4.0,,,4.0,,3.0,2.0,,,,,1.0,,,4.0,,4.0,2.0,2.0,,,,1.0,,Male,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
179,3308613904,Intermediate,Not much,,,,3.0,,,,3.0,,,,,3.0,4.0,4.0,,3.0,,,5.0,,,5.0,3.0,,,,3.0,3.0,,4.0,,3.0,2.0,4.0,,3.0,,3.0,,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
180,3308613877,Intermediate,Some,,3.0,3.0,4.0,,4.0,2.0,,,3.0,,,4.0,4.0,5.0,3.0,3.0,,,5.0,3.0,4.0,5.0,4.0,2.0,,,,3.0,3.0,5.0,,5.0,3.0,3.0,,3.0,2.0,3.0,5.0,Female,> 60,"$25,000 - $49,999",Graduate degree,West North Central
181,3308613772,Intermediate,A lot,,,,3.0,,3.0,,3.0,3.0,3.0,,,2.0,4.0,2.0,,3.0,,,5.0,,2.0,4.0,3.0,,,,1.0,4.0,4.0,3.0,,2.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,Female,30-44,,Bachelor degree,New England
182,3308613030,Novice,Not much,,,,,,,,,,,,,,3.0,,,3.0,,,5.0,,4.0,5.0,,,,,,5.0,,5.0,,5.0,2.0,,,,,,4.0,Male,18-29,,Less than high school degree,
183,3308612430,Novice,Not much,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,Male,18-29,"$0 - $24,999",Some college or Associate degree,New England
184,3308612124,Intermediate,Not much,,,3.0,4.0,,,,4.0,,,,,3.0,3.0,5.0,,4.0,,,5.0,,3.0,4.0,,,,3.0,,3.0,4.0,3.0,,3.0,2.0,3.0,,,,,3.0,Female,18-29,,Some college or Associate degree,East North Central
185,3308611955,Intermediate,A lot,,,,,,4.0,,,,,,,4.0,4.0,2.0,,5.0,,,5.0,,4.0,5.0,3.0,,,3.0,3.0,4.0,3.0,3.0,,4.0,4.0,4.0,4.0,5.0,,4.0,3.0,Female,18-29,"$25,000 - $49,999",High school degree,South Atlantic
188,3308610762,Advanced,A lot,3.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,Male,18-29,"$150,000+",High school degree,Pacific
190,3308610591,Novice,Not much,,,3.0,,,,,,,,,,4.0,3.0,3.0,,3.0,,,5.0,,2.0,5.0,,,,,2.0,3.0,,5.0,,2.0,,2.0,,,,,3.0,Female,18-29,,Some college or Associate degree,Pacific
191,3308609244,Novice,Not at all,2.0,,4.0,3.0,,,,,,,,,,2.0,4.0,,2.0,,1.0,4.0,,5.0,3.0,,,,1.0,,,,5.0,,3.0,,2.0,,1.0,,,4.0,Female,> 60,"$100,000 - $149,999",Bachelor degree,East North Central
192,3308608884,Novice,Not at all,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,4.0,,4.0,2.0,2.0,,,,,,,,,,
193,3308608595,Novice,Some,,,,,,,,,,,,,,3.0,,,,,,3.0,,5.0,4.0,,,,,4.0,,,3.0,,4.0,5.0,4.0,,,,4.0,,Female,18-29,"$0 - $24,999",Bachelor degree,West South Central
194,3308608311,Novice,Not much,,,,,,,,,,,,,3.0,,,,,,,3.0,,3.0,3.0,,,,,,,,3.0,,3.0,,,,,,,,Male,45-60,,Graduate degree,West South Central
195,3308608139,Novice,Not much,,,,3.0,,,,,,,,,5.0,4.0,3.0,,3.0,,,5.0,,,3.0,,,,,,2.0,4.0,5.0,,4.0,1.0,4.0,,,,,,Female,18-29,"$0 - $24,999",Graduate degree,South Atlantic
196,3308607708,Intermediate,A lot,,,3.0,,,,,,,,,,4.0,5.0,5.0,,4.0,,,5.0,,3.0,3.0,,,,4.0,4.0,,,5.0,,5.0,4.0,4.0,,,5.0,,4.0,Female,18-29,"$100,000 - $149,999",Bachelor degree,Mountain
197,3308607454,Advanced,A lot,,,3.0,,,,,,,,,,2.0,4.0,3.0,,4.0,,,4.0,,4.0,3.0,3.0,,,,3.0,3.0,,3.0,,4.0,5.0,4.0,4.0,,,5.0,3.0,Male,45-60,,,New England
198,3308607035,Intermediate,Some,,,,,,,,,,,3.0,,2.0,4.0,3.0,,5.0,,,4.0,,3.0,4.0,3.0,,4.0,3.0,,4.0,3.0,3.0,,3.0,4.0,4.0,4.0,,,,3.0,Female,> 60,"$100,000 - $149,999",Graduate degree,East North Central
199,3308605066,Intermediate,Some,3.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,2.0,3.0,4.0,3.0,4.0,,4.0,3.0,,4.0,,4.0,4.0,2.0,2.0,,3.0,,4.0,3.0,4.0,3.0,3.0,4.0,4.0,,,2.0,4.0,4.0,Female,18-29,"$0 - $24,999",Bachelor degree,
200,3308604824,Intermediate,A lot,,3.0,3.0,4.0,,3.0,,3.0,,4.0,3.0,3.0,3.0,4.0,3.0,,2.0,,,4.0,,5.0,4.0,3.0,,,,,3.0,3.0,3.0,,3.0,3.0,4.0,,3.0,,2.0,3.0,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
201,3308603699,Novice,Not much,,,,,,,,,,,,,,4.0,4.0,,2.0,,,4.0,,2.0,3.0,,,,,,,,5.0,,2.0,2.0,,,,,,,Female,> 60,,Graduate degree,East South Central
202,3308602956,Novice,Some,,3.0,,,,2.0,,,,,,,3.0,4.0,3.0,,2.0,,,5.0,,4.0,4.0,,,3.0,,,3.0,4.0,3.0,,4.0,2.0,4.0,,3.0,,4.0,2.0,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,New England
203,3308602600,Intermediate,A lot,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,5.0,,,,4.0,3.0,,Male,18-29,"$50,000 - $99,999",Bachelor degree,Mountain
204,3308602552,Intermediate,Some,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,2.0,,2.0,,3.0,,3.0,2.0,3.0,,2.0,,,3.0,,,,,
205,3308602398,Intermediate,Some,,,3.0,,,,3.0,,2.0,,,,3.0,4.0,3.0,,3.0,,,4.0,,2.0,3.0,,,3.0,3.0,2.0,,,4.0,,3.0,,,,,,,,Male,45-60,"$25,000 - $49,999",High school degree,West North Central
206,3308601936,Novice,Not at all,,,,2.0,,2.0,,1.0,1.0,1.0,,1.0,3.0,2.0,2.0,,,,,4.0,,2.0,3.0,,1.0,1.0,,1.0,1.0,1.0,5.0,,3.0,1.0,1.0,,2.0,,1.0,2.0,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
207,3308601485,Advanced,A lot,,4.0,,4.0,,5.0,,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,,5.0,4.0,,5.0,,5.0,5.0,4.0,,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,Male,30-44,"$150,000+",Bachelor degree,Pacific
208,3308601064,Novice,Some,,,,,,,,,,,,,,3.0,,,,,,3.0,,3.0,3.0,,,,,,,,5.0,,3.0,,,,,,,,Male,45-60,"$25,000 - $49,999",High school degree,East North Central
